hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
10.5,High school graduate,Female,31 to 35 hours,<=5 years,6.0,"$15,001 to $30,000",1997 and later,Midwest,Full-time worker,Aide or assistant teacher,1,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Excellent
12.5,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>15 to <=20 years,0.0,Don't Know/Refused/No Answer,1955 to 1959,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Excellent
15.625,"Associate degree (AA, AS)",Female,40 hours,>10 to <=15 years,2.0,"$30,001 to $45,000",1968,West,Full-time worker,Aide or assistant teacher,9,White Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
9.16666666667,GED or high school equivalency,Female,21 to 30 hours,>5 to <=10 years,7.0,"Less than $15,000",1981,South,Part-time worker,"Teacher, instructor, or lead teacher",6,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Excellent
Not enough information to calculate hourly wage,Some college credit but no degree,Female,36 to 39 hours,>15 to <=20 years,5.0,Don't Know/Refused/No Answer,1954 and earlier,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,One or more items missing,Very good
16.28,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>5 to <=10 years,2.0,"$15,001 to $30,000",Don't Know/Refused/No Answer,South,Full-time worker,"Teacher, instructor, or lead teacher",11,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
12.8125,"Associate degree (AA, AS)",Female,31 to 35 hours,>25 years,0.0,"$15,001 to $30,000",1963,South,Part-time worker,Aide or assistant teacher,10,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,One or more items missing,Very good
12.83,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>15 to <=20 years,16.0,"$15,001 to $30,000",1985,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
Not enough information to calculate hourly wage,High school graduate,Female,Over 40 hours,>15 to <=20 years,0.0,Don't Know/Refused/No Answer,1974,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
9.0,High school graduate,Female,36 to 39 hours,<=5 years,0.0,"$60,001 or more",1984,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Very good
5.95535714286,Some college credit but no degree,Female,Over 40 hours,>10 to <=15 years,1.0,"$15,001 to $30,000",1981,South,Full-time worker,Aide or assistant teacher,9,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
11.0,Some college credit but no degree,Female,21 to 30 hours,>15 to <=20 years,2.0,"$45,001 to $60,000",1964,Northeast,Part-time worker,Aide or assistant teacher,8,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,West,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
8.25,High school graduate,Female,20 hours or less,<=5 years,3.0,"Less than $15,000",1994,South,Part-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Two items correct,Excellent
37.1052631579,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>15 to <=20 years,1.0,"$45,001 to $60,000",1978,West,Full-time worker,"Teacher, instructor, or lead teacher",5,White Only,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,Yes,All items correct,Very good
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>20 to <=25 years,1.0,"Less than $15,000",1954 and earlier,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Very good
25.0,Graduate or professional degree,Female,40 hours,>25 years,0.0,"$60,001 or more",1964,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
10.75,"Associate degree (AA, AS)",Female,20 hours or less,>15 to <=20 years,6.0,"$45,001 to $60,000",1976,Midwest,Part-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,No,No,All items correct,Very good
19.36,"Associate degree (AA, AS)",Female,21 to 30 hours,>5 to <=10 years,0.0,"$60,001 or more",1975,West,Part-time worker,"Teacher, instructor, or lead teacher",12,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,No,All items correct,Very good
15.30612244898,"Associate degree (AA, AS)",Female,40 hours,>15 to <=20 years,1.0,"$15,001 to $30,000",1960,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
12.0,High school graduate,Male,40 hours,>5 to <=10 years,3.0,"Less than $15,000",1994,Northeast,Full-time worker,Aide or assistant teacher,7,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
15.0,Some college credit but no degree,Female,40 hours,<=5 years,3.0,"$15,001 to $30,000",1985,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",3,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,No,No,Two items correct,Very good
15.25,"Bachelor's degree (BA, BS, AB)",Male,Over 40 hours,>10 to <=15 years,4.0,"$60,001 or more",1985,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Very good
16.5343915344,High school graduate,Female,36 to 39 hours,>5 to <=10 years,0.0,Don't Know/Refused/No Answer,1986,Northeast,Full-time worker,Aide or assistant teacher,10,Don't know/Refused/No Answer,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Two items correct,Excellent
30.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,1.0,"$60,001 or more",1969,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",10,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
10.0,High school graduate,Female,40 hours,>5 to <=10 years,4.0,Don't Know/Refused/No Answer,1993,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Excellent
10.54054054055,Some college credit but no degree,Female,36 to 39 hours,>5 to <=10 years,7.0,"$60,001 or more",1989,South,Full-time worker,Aide or assistant teacher,12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Very good
10.30000000001,Some college credit but no degree,Female,40 hours,>15 to <=20 years,0.0,"$15,001 to $30,000",1983,South,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,Three items correct,Very good
12.16216216217,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,>10 to <=15 years,0.0,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Midwest,Part-time worker,"Teacher, instructor, or lead teacher",9,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Yes,No,Two items correct,Very good
9.0,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,<=5 years,0.0,"Less than $15,000",1989,Northeast,Part-time worker,"Teacher, instructor, or lead teacher",7,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
20.4268292683,"Bachelor's degree (BA, BS, AB)",Female,31 to 35 hours,>5 to <=10 years,0.0,Don't Know/Refused/No Answer,1970,Midwest,Part-time worker,Aide or assistant teacher,8,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
13.0,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,>10 to <=15 years,0.0,Don't Know/Refused/No Answer,1985,South,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
8.0,Some college credit but no degree,Female,31 to 35 hours,<=5 years,0.0,"$15,001 to $30,000",1997 and later,South,Full-time worker,"Teacher, instructor, or lead teacher",3,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Two items correct,Excellent
9.09090909091,Some college credit but no degree,Female,Over 40 hours,>15 to <=20 years,2.0,"$60,001 or more",1961,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,Three items correct,Very good
14.0,"Associate degree (AA, AS)",Female,20 hours or less,>25 years,2.0,"$60,001 or more",1955 to 1959,South,Part-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
23.0,"Bachelor's degree (BA, BS, AB)",Female,36 to 39 hours,>5 to <=10 years,3.0,"$30,001 to $45,000",1972,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
10.5,High school graduate,Female,40 hours,<=5 years,3.0,"$15,001 to $30,000",1967,South,Full-time worker,"Teacher, instructor, or lead teacher",6,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
11.5,Some college credit but no degree,Female,40 hours,<=5 years,2.0,"$15,001 to $30,000",1983,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,One or more items missing,Excellent
17.5,Some college credit but no degree,Female,40 hours,>15 to <=20 years,3.0,"Less than $15,000",1976,West,Full-time worker,Aide or assistant teacher,12,Other,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
23.07692307693,"Bachelor's degree (BA, BS, AB)",Female,Over 40 hours,>20 to <=25 years,4.0,"$45,001 to $60,000",1962,West,Full-time worker,"Teacher, instructor, or lead teacher",1,Don't know/Refused/No Answer,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,One item correct,Excellent
12.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>5 to <=10 years,1.0,"Less than $15,000",1990,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
11.15,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,<=5 years,0.0,"$60,001 or more",1983,Midwest,Part-time worker,Aide or assistant teacher,10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Excellent
12.25,Some college credit but no degree,Female,31 to 35 hours,>20 to <=25 years,11.0,"Less than $15,000",1977,Northeast,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
Not enough information to calculate hourly wage,Graduate or professional degree,Female,40 hours,>25 years,6.0,"Less than $15,000",1955 to 1959,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",10,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
25.0,Graduate or professional degree,Female,40 hours,<=5 years,3.0,"$45,001 to $60,000",1955 to 1959,West,Full-time worker,Aide or assistant teacher,11,White Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Fair
16.66666666667,Some college credit but no degree,Female,Over 40 hours,>10 to <=15 years,0.0,"$60,001 or more",1971,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
9.0,Some college credit but no degree,Female,40 hours,>25 years,0.0,"$45,001 to $60,000",1973,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
11.78,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,<=5 years,0.0,"$60,001 or more",1969,South,Part-time worker,Aide or assistant teacher,9,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,Three items correct,Very good
14.14,High school graduate,Female,20 hours or less,>25 years,0.0,Don't Know/Refused/No Answer,1962,South,Part-time worker,"Teacher, instructor, or lead teacher",9,Don't know/Refused/No Answer,Don't know/Refused/No Answer,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,One or more items missing,Excellent
14.0,"Bachelor's degree (BA, BS, AB)",Female,31 to 35 hours,>5 to <=10 years,4.0,"$60,001 or more",1995,South,Full-time worker,"Teacher, instructor, or lead teacher",3,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Very good
12.5,"Associate degree (AA, AS)",Female,40 hours,<=5 years,0.0,"$30,001 to $45,000",1990,Northeast,Full-time worker,Aide or assistant teacher,9,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,No,No,All items correct,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
12.4875,"Associate degree (AA, AS)",Female,40 hours,>25 years,3.0,"$60,001 or more",1955 to 1959,West,Full-time worker,Aide or assistant teacher,10,Asian Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Fair
5.55555555556,Less than High School,Female,Over 40 hours,<=5 years,5.0,"Less than $15,000",1997 and later,South,Full-time worker,Aide or assistant teacher,8,White Only,Not Hispanic or Latino,Don't know/Refused/No Answer,WF spawned from a CB provider not associated with a Public School District,Rural population,No,Yes,Not applicable. WF respondent did not graduate high school,Two items correct,Very good
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,Over 40 hours,>15 to <=20 years,1.0,Don't Know/Refused/No Answer,1971,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",9,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,Rural population,Yes,Yes,No,Two items correct,Fair
7.25,Some college credit but no degree,Female,Over 40 hours,>20 to <=25 years,5.0,"$30,001 to $45,000",1987,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",4,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
9.0,Some college credit but no degree,Female,36 to 39 hours,>5 to <=10 years,6.0,"Less than $15,000",1995,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,No,Yes,All items correct,Very good
14.2,"Bachelor's degree (BA, BS, AB)",Female,31 to 35 hours,>20 to <=25 years,4.0,"$60,001 or more",1977,West,Part-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
Not enough information to calculate hourly wage,Some college credit but no degree,Female,21 to 30 hours,<=5 years,1.0,"$45,001 to $60,000",1976,South,Part-time worker,"Teacher, instructor, or lead teacher",9,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
Not enough information to calculate hourly wage,Some college credit but no degree,Female,21 to 30 hours,>15 to <=20 years,Three or more responses missing,"$15,001 to $30,000",1960,Northeast,Part-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,One or more items missing,Fair
9.5,High school graduate,Female,40 hours,>15 to <=20 years,8.0,"$15,001 to $30,000",1989,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,Yes,Three items correct,Very good
8.5,High school graduate,Female,31 to 35 hours,>5 to <=10 years,2.0,"$15,001 to $30,000",1954 and earlier,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Fair
13.0,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,<=5 years,0.0,"Less than $15,000",1994,Midwest,Part-time worker,Aide or assistant teacher,12,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
13.125,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>5 to <=10 years,1.0,"$15,001 to $30,000",1990,West,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
8.25,Less than High School,Male,21 to 30 hours,>5 to <=10 years,1.0,"Less than $15,000",1973,Midwest,Part-time worker,Aide or assistant teacher,1,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,Not applicable. WF respondent did not graduate high school,Three items correct,Excellent
15.5,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>20 to <=25 years,1.0,"$60,001 or more",1982,West,Full-time worker,"Teacher, instructor, or lead teacher",1,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Excellent
